MIU_DOCUMENTOS,PATH_ADUNTO,s3_bucket,s3_key,exists,http_status,error
996049,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143668/20021275/miuDocumento_986364_REQUISITOSPARAROTARENUNIDADCUIDADOSINTENSIVOSUNOP.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143668/20021275/miuDocumento_986364_REQUISITOSPARAROTARENUNIDADCUIDADOSINTENSIVOSUNOP.docx,Y,200,
996050,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143669/20021275/miuDocumento_986364_REQUISITOSPARAROTARENUNIDADCUIDADOSINTENSIVOSUNOP.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143669/20021275/miuDocumento_986364_REQUISITOSPARAROTARENUNIDADCUIDADOSINTENSIVOSUNOP.docx,Y,200,
996051,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143670/20021275/miuDocumento_986364_REQUISITOSPARAROTARENUNIDADCUIDADOSINTENSIVOSUNOP.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143670/20021275/miuDocumento_986364_REQUISITOSPARAROTARENUNIDADCUIDADOSINTENSIVOSUNOP.docx,Y,200,
996052,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143666/20021275/miuDocumento_986364_REQUISITOSPARAROTARENUNIDADCUIDADOSINTENSIVOSUNOP.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143666/20021275/miuDocumento_986364_REQUISITOSPARAROTARENUNIDADCUIDADOSINTENSIVOSUNOP.docx,Y,200,
996130,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996130_Evolucindelasideassurgimientodelliberalismo.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_996130_Evolucindelasideassurgimientodelliberalismo.pptx,Y,200,
996113,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143587/20021275/miuDocumento_996113_Rolturnos9febrerroal20marzo20261.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143587/20021275/miuDocumento_996113_Rolturnos9febrerroal20marzo20261.docx,Y,200,
996115,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143589/20021275/miuDocumento_996113_Rolturnos9febrerroal20marzo20261.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143589/20021275/miuDocumento_996113_Rolturnos9febrerroal20marzo20261.docx,Y,200,
996116,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143588/20021275/miuDocumento_996113_Rolturnos9febrerroal20marzo20261.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143588/20021275/miuDocumento_996113_Rolturnos9febrerroal20marzo20261.docx,Y,200,
996117,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143590/20021275/miuDocumento_996113_Rolturnos9febrerroal20marzo20261.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143590/20021275/miuDocumento_996113_Rolturnos9febrerroal20marzo20261.docx,Y,200,
995515,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/136208/20090970/miuDocumento_944225_TheTheoryofCommunicativeAction-Habermas_958677_980242_995515.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/136208/20090970/miuDocumento_944225_TheTheoryofCommunicativeAction-Habermas_958677_980242_995515.pdf,Y,200,
995511,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/136208/20090970/miuDocumento_944221_StructuralAnthropology-Levi-Strauss_958675_980241_995511.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/136208/20090970/miuDocumento_944221_StructuralAnthropology-Levi-Strauss_958675_980241_995511.pdf,Y,200,
995487,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/136208/20090970/miuDocumento_944208_TheOriginsofTotalitarianism-Arendt_958663_980235_995487.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/136208/20090970/miuDocumento_944208_TheOriginsofTotalitarianism-Arendt_958663_980235_995487.pdf,Y,200,
997677,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143861/20040078/miuDocumento_997676_TheBiasBlindSpot.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143861/20040078/miuDocumento_997676_TheBiasBlindSpot.pdf,Y,200,
997678,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143856/20040078/miuDocumento_997676_TheBiasBlindSpot.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143856/20040078/miuDocumento_997676_TheBiasBlindSpot.pdf,Y,200,
997679,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143701/20040078/miuDocumento_997676_TheBiasBlindSpot.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143701/20040078/miuDocumento_997676_TheBiasBlindSpot.pdf,Y,200,
